node_id,lat,lon,name,amenity
4715162190,28.6424057,77.2182489,Hyderabadi Dum Biriyaani,restaurant
4715173889,28.6424536,77.2182429,South Indian Foods,restaurant
4725833989,28.644713,77.2044948,Paharganj bus stand,bus_station
4746752521,28.6406664,77.2113691,Cafe CoffeeCo,cafe
4752292921,28.6417215,77.2147806,Everest Bakery Cafe,cafe
4772064342,28.6321017,77.2077833,Safari Restro Lounge,restaurant
4772753924,28.6405446,77.217099,Rishi Vaishno Dhaba,restaurant
4773105444,28.6409944,77.2127435,Sonu,restaurant
4774864180,28.6426317,77.2126592,Anand Dental Care,dentist
4783668221,28.6299114,77.2172701,Kwality,restaurant
4799120034,28.6465886,77.1957658,Adyar Ananda Bhavan,restaurant
4857522521,28.641127,77.2135184,Everest kitchen,restaurant
4875489421,28.6317854,77.2159495,cheap good Indian food,fast_food
4881467123,28.6449129,77.1977647,Shani Jaynti And Shani Amavasya Hindu Temple,place_of_worship
4881467124,28.6303505,77.2150219,Prachin Hanuman Mandir,place_of_worship
4882164023,28.6314625,77.2206262,Chaayos,cafe
4893145422,28.6478146,77.2399952,Shri Krishna Daba,restaurant
4897911422,28.6305266,77.2200077,My Bar,bar
4907269322,28.6413331,77.2155005,American Express,bureau_de_change
4907281021,28.6425769,77.2193166,,atm
4907281121,28.6425338,77.2193198,,atm
4907285321,28.6434,77.2192801,Drinking Water Station,drinking_water
4907659722,28.627962,77.2082507,,toilets
4907664321,28.6282709,77.2064206,Drinking Water Station,drinking_water
4908610221,28.6390079,77.2456619,Drinking Water Station,drinking_water
4908617324,28.6402763,77.2510218,Drinking Water Station,drinking_water
4908782321,28.6415665,77.2126308,Kathmandu Food Cafe,restaurant
4912525421,28.6414981,77.2167598,Western Union,bureau_de_change
4928026922,28.645479,77.2163699,Brownie Cafe,cafe
4959734021,28.6353146,77.2206088,Nirula's,restaurant
4959734022,28.6333695,77.2212936,Kovil,restaurant
4959734121,28.6270709,77.2196874,Saravana Bhavan,restaurant
4959734221,28.6325028,77.2214473,Farzi Cafe,restaurant
4959768821,28.630182,77.2204075,Radjhani Thali,restaurant
4985058921,28.6409867,77.2108048,Thalee,restaurant
5005710330,28.6314083,77.220584,Tafree,bar
5015061021,28.6337722,77.216499,Abdus Salam Masjid,place_of_worship
5017491421,28.6278217,77.2198565,Pizza Hut,restaurant
5017912424,28.6312559,77.2204304,Mughlai Junction,restaurant
5017924724,28.63412,77.2222423,Haldiram's,restaurant
5068211388,28.6297131,77.2245025,,bicycle_rental
5068217450,28.6296084,77.2241064,Kotak Mahindra Bank,bank
5068217831,28.6291248,77.2249791,ICICI Bank,bank
5068220704,28.6296576,77.2239758,Standard Chartered Bank,bank
5068221030,28.6299775,77.2236537,HSBC,bank
5068221252,28.630268,77.2232644,Punjab National Bank,bank
5068221949,28.6305309,77.222709,Axis Bank,bank
5068225753,28.6295838,77.2219647,Tamasha,bar
5068227542,28.6297651,77.2224663,FRUIT & CHATT CORNER,food_court
5068232448,28.6303805,77.2230077,,vending_machine
5068235043,28.630329,77.2231472,,vending_machine
5068237785,28.630164,77.2230255,Food Croner,food_court
5068239400,28.6293464,77.2239496,ICICI Mutuel Funds,bank
5068266587,28.6338242,77.2254655,,drinking_water
5068271032,28.6339759,77.2255519,,drinking_water
5068271988,28.6330065,77.2272004,,drinking_water
5068273331,28.6339472,77.225211,,toilets
5068273746,28.6331602,77.2272681,,drinking_water
5068273788,28.6331254,77.2269459,,toilets
5068273978,28.6332852,77.2270346,,toilets
5073788621,28.6249108,77.2194157,saravan bhavan,restaurant
5073788821,28.6321991,77.2163026,Sarvana Bhavan,restaurant
5109849421,28.6341417,77.2187952,The Immigrant Cafe,restaurant
5164568505,28.6302007,77.2233357,Cafe Coffee Day,cafe
5193360429,28.6318859,77.2215295,,fuel
5193360430,28.6314141,77.2218293,Bharat Petroleum,fuel
5229830227,28.6248905,77.2320461,,toilets
5232344970,28.62356,77.2343662,,waste_basket
5232386531,28.6225443,77.2360014,Syndicate Bank,bank
5232389488,28.6226904,77.2351513,,waste_basket
5232390466,28.6224076,77.2354656,,waste_disposal
5232397822,28.6245888,77.2332087,,waste_basket
5232403352,28.6241087,77.2337566,,waste_basket
5233644931,28.6237346,77.2381071,College of Art,college
5246751221,28.643492,77.187296,Sir Ganga Ram Kolmet Hospital,hospital
5256148521,28.6476472,77.2269058,kuremal mohanlal kulfiwale,ice_cream
5273443419,28.6217583,77.20007,,post_box
5273444043,28.6163467,77.21114,,post_box
5277323203,28.6314709,77.2214431,,toilets
5277323960,28.6312513,77.2218705,,bank
5277324909,28.6314468,77.2205311,,bank
5305828023,28.6306078,77.2201398,Ctt transport office,car_rental
5323174525,28.6408832,77.213014,,restaurant
5329504729,28.6353446,77.2203635,Sagar Ratna,restaurant
5337541243,28.612334,77.2459942,,toilets
5338583878,28.6248302,77.2029725,,atm
5338584664,28.6249115,77.2010875,,atm
5338584665,28.6259776,77.2032745,Akshara,theatre
5338584904,28.6253009,77.2026177,,toilets
5338753224,28.6321519,77.2226463,Chew,restaurant
5342150559,28.6292586,77.2326727,,atm
5342150560,28.6298995,77.2325567,,toilets
5345521629,28.6215414,77.2192588,,atm
5345530305,28.624526,77.2188215,,fuel
5345531689,28.6248255,77.2193623,,toilets
5345531969,28.6264672,77.2199591,,fuel
5345531970,28.6236459,77.2193948,,atm
5345531971,28.6213804,77.219199,,toilets
5368454822,28.6294312,77.2167477,,atm
5368454823,28.6294269,77.2166381,Allahabad Bank,bank
5368454824,28.62898,77.2173598,,atm
5368462821,28.6293888,77.2173076,,toilets
5368463121,28.6289357,77.2174179,Bank of Baroda,bank
5368544822,28.6325492,77.2080312,,atm
5415676358,28.6262737,77.2314244,,toilets
5432868321,28.638233,77.2120277,,cafe
5483331672,28.6214349,77.2076446,,fire_station
5483331739,28.6174925,77.2045001,,toilets
5488627982,28.6409369,77.2135742,Krishna  Cafe,restaurant
5498404975,28.6339704,77.2216328,,toilets
5498958698,28.6341887,77.2227897,,toilets
5517324826,28.6313526,77.2271001,Kitty Su,nightclub
5521617221,28.6298759,77.2189578,,toilets
5537049539,28.633496,77.2181048,Keventer's Milk Shake,cafe
5537643921,28.6483622,77.213419,"파하르간지, 여행자의거리",fuel
5545574398,28.6328301,77.2214938,Burger King,fast_food
5545575717,28.632967,77.2179001,,bank
5545575718,28.6325896,77.2214782,Café Coffee Day,cafe
5552863491,28.614499,77.2408575,,toilets
5552864144,28.6158743,77.2381969,,toilets
